"","alpha","Layers","FDR","Power"
"1296",0.2,4,0.133333333333333,0.0503875968992248
"1297",0.05,1,0,0
"1298",0.05,2,0.166666666666667,0.0186567164179104
"1299",0.05,3,0.166666666666667,0.0186567164179104
"1300",0.05,4,0.0625,0.0559701492537313
"1301",0.1,1,0,0
"1302",0.1,2,0.166666666666667,0.0186567164179104
"1303",0.1,3,0.1875,0.0485074626865672
"1304",0.1,4,0.1875,0.0485074626865672
"1305",0.15,1,0,0
"1306",0.15,2,0.166666666666667,0.0186567164179104
"1307",0.15,3,0.285714285714286,0.0559701492537313
"1308",0.15,4,0.285714285714286,0.0559701492537313
"1309",0.2,1,0.2,0.0149253731343284
"1310",0.2,2,0.285714285714286,0.0186567164179104
"1311",0.2,3,0.318181818181818,0.0559701492537313
"1312",0.2,4,0.318181818181818,0.0559701492537313
"1313",0.05,1,0,0
"1314",0.05,2,0,0.0161290322580645
"1315",0.05,3,0,0.0161290322580645
"1316",0.05,4,0,0.0161290322580645
"1317",0.1,1,0,0
"1318",0.1,2,0,0.0161290322580645
"1319",0.1,3,0,0.0161290322580645
"1320",0.1,4,0,0.0161290322580645
"1321",0.15,1,0.166666666666667,0.0201612903225806
"1322",0.15,2,0.125,0.0282258064516129
"1323",0.15,3,0.125,0.0282258064516129
"1324",0.15,4,0.125,0.0282258064516129
"1325",0.2,1,0.272727272727273,0.032258064516129
"1326",0.2,2,0.272727272727273,0.032258064516129
"1327",0.2,3,0.272727272727273,0.032258064516129
"1328",0.2,4,0.272727272727273,0.032258064516129
"1329",0.05,1,0,0
"1330",0.05,2,0,0.0197628458498024
"1331",0.05,3,0,0.0197628458498024
"1332",0.05,4,0,0.0197628458498024
"1333",0.1,1,0,0
"1334",0.1,2,0,0.0276679841897233
"1335",0.1,3,0,0.0276679841897233
"1336",0.1,4,0,0.0276679841897233
"1337",0.15,1,0,0
"1338",0.15,2,0,0.0276679841897233
"1339",0.15,3,0,0.0276679841897233
"1340",0.15,4,0,0.0276679841897233
"1341",0.2,1,0,0
"1342",0.2,2,0.181818181818182,0.0355731225296443
"1343",0.2,3,0.181818181818182,0.0355731225296443
"1344",0.2,4,0.181818181818182,0.0355731225296443
"1345",0.05,1,0,0
"1346",0.05,2,0,0.0229007633587786
"1347",0.05,3,0,0.0229007633587786
"1348",0.05,4,0,0.0229007633587786
"1349",0.1,1,0,0
"1350",0.1,2,0.125,0.0267175572519084
"1351",0.1,3,0.125,0.0267175572519084
"1352",0.1,4,0.125,0.0267175572519084
"1353",0.15,1,0,0.00381679389312977
"1354",0.15,2,0.111111111111111,0.0305343511450382
"1355",0.15,3,0.111111111111111,0.0305343511450382
"1356",0.15,4,0.111111111111111,0.0305343511450382
"1357",0.2,1,0.5,0.00381679389312977
"1358",0.2,2,0.2,0.0305343511450382
"1359",0.2,3,0.2,0.0305343511450382
"1360",0.2,4,0.2,0.0305343511450382
"1361",0.05,1,0,0
"1362",0.05,2,0,0.00754716981132075
"1363",0.05,3,0,0.00754716981132075
"1364",0.05,4,0,0.0339622641509434
"1365",0.1,1,0,0
"1366",0.1,2,0,0.0150943396226415
"1367",0.1,3,0,0.0150943396226415
"1368",0.1,4,0,0.0415094339622641
"1369",0.15,1,0,0
"1370",0.15,2,0.454545454545455,0.0226415094339623
"1371",0.15,3,0.454545454545455,0.0226415094339623
"1372",0.15,4,0.277777777777778,0.0490566037735849
"1373",0.2,1,0,0.00754716981132075
"1374",0.2,2,0.454545454545455,0.0226415094339623
"1375",0.2,3,0.45,0.0415094339622641
"1376",0.2,4,0.45,0.0415094339622641
"1377",0.05,1,0,0
"1378",0.05,2,0,0.00829875518672199
"1379",0.05,3,0,0.00829875518672199
"1380",0.05,4,0,0.00829875518672199
"1381",0.1,1,0,0
"1382",0.1,2,0,0.00829875518672199
"1383",0.1,3,0,0.00829875518672199
"1384",0.1,4,0,0.00829875518672199
"1385",0.15,1,0.4,0.012448132780083
"1386",0.15,2,0.4,0.012448132780083
"1387",0.15,3,0.4,0.024896265560166
"1388",0.15,4,0.4,0.024896265560166
"1389",0.2,1,0.4,0.012448132780083
"1390",0.2,2,0.4,0.012448132780083
"1391",0.2,3,0.4,0.024896265560166
"1392",0.2,4,0.4,0.024896265560166
"1393",0.05,1,0,0
"1394",0.05,2,0.25,0.0232558139534884
"1395",0.05,3,0.25,0.0232558139534884
"1396",0.05,4,0.25,0.0232558139534884
"1397",0.1,1,0,0
"1398",0.1,2,0.25,0.0232558139534884
"1399",0.1,3,0.25,0.0232558139534884
"1400",0.1,4,0.25,0.0232558139534884
"1401",0.15,1,0,0.0116279069767442
"1402",0.15,2,0.111111111111111,0.0310077519379845
"1403",0.15,3,0.111111111111111,0.0310077519379845
"1404",0.15,4,0.111111111111111,0.0310077519379845
"1405",0.2,1,0.0769230769230769,0.0465116279069767
"1406",0.2,2,0.0769230769230769,0.0465116279069767
"1407",0.2,3,0.0769230769230769,0.0465116279069767
"1408",0.2,4,0.0769230769230769,0.0465116279069767
"1409",0.05,1,0,0
"1410",0.05,2,0,0.016260162601626
"1411",0.05,3,0,0.016260162601626
"1412",0.05,4,0,0.016260162601626
"1413",0.1,1,0,0.024390243902439
"1414",0.1,2,0,0.032520325203252
"1415",0.1,3,0,0.032520325203252
"1416",0.1,4,0.0294117647058824,0.134146341463415
"1417",0.15,1,0,0.024390243902439
"1418",0.15,2,0.1,0.0365853658536585
"1419",0.15,3,0.1,0.0365853658536585
"1420",0.15,4,0.22,0.158536585365854
"1421",0.2,1,0,0.024390243902439
"1422",0.2,2,0.1,0.0365853658536585
"1423",0.2,3,0.1,0.0365853658536585
"1424",0.2,4,0.310344827586207,0.16260162601626
"1425",0.05,1,0,0
"1426",0.05,2,0,0.00775193798449612
"1427",0.05,3,0,0.00775193798449612
"1428",0.05,4,0,0.00775193798449612
"1429",0.1,1,0,0
"1430",0.1,2,0,0.0155038759689922
"1431",0.1,3,0,0.0155038759689922
"1432",0.1,4,0,0.0155038759689922
"1433",0.15,1,0,0.00387596899224806
"1434",0.15,2,0,0.0193798449612403
"1435",0.15,3,0,0.0193798449612403
"1436",0.15,4,0,0.0193798449612403
"1437",0.2,1,0,0.00387596899224806
"1438",0.2,2,0,0.0193798449612403
"1439",0.2,3,0,0.0193798449612403
"1440",0.2,4,0,0.0193798449612403
"1441",0.05,1,0,0
"1442",0.05,2,0,0.00714285714285714
"1443",0.05,3,0.5,0.0107142857142857
"1444",0.05,4,0.5,0.0107142857142857
"1445",0.1,1,0,0
"1446",0.1,2,0.5,0.0214285714285714
"1447",0.1,3,0.5,0.0214285714285714
"1448",0.1,4,0.5,0.0214285714285714
"1449",0.15,1,0,0
"1450",0.15,2,0.5,0.0214285714285714
"1451",0.15,3,0.5,0.0214285714285714
"1452",0.15,4,0.5,0.0214285714285714
"1453",0.2,1,0.2,0.0142857142857143
"1454",0.2,2,0.466666666666667,0.0285714285714286
"1455",0.2,3,0.466666666666667,0.0285714285714286
"1456",0.2,4,0.466666666666667,0.0285714285714286
"1457",0.05,1,0,0
"1458",0.05,2,0,0.0148698884758364
"1459",0.05,3,0,0.0148698884758364
"1460",0.05,4,0.714285714285714,0.0148698884758364
"1461",0.1,1,0,0
"1462",0.1,2,0,0.0148698884758364
"1463",0.1,3,0,0.0148698884758364
"1464",0.1,4,0.714285714285714,0.0148698884758364
"1465",0.15,1,0.166666666666667,0.0185873605947955
"1466",0.15,2,0.125,0.0260223048327138
"1467",0.15,3,0.125,0.0260223048327138
"1468",0.15,4,0.611111111111111,0.0260223048327138
"1469",0.2,1,0.285714285714286,0.0371747211895911
"1470",0.2,2,0.285714285714286,0.0371747211895911
"1471",0.2,3,0.285714285714286,0.0371747211895911
"1472",0.2,4,0.583333333333333,0.0371747211895911
"1473",0.05,1,0,0
"1474",0.05,2,0.166666666666667,0.0190839694656489
"1475",0.05,3,0.166666666666667,0.0190839694656489
"1476",0.05,4,0.578947368421053,0.0305343511450382
"1477",0.1,1,0,0
"1478",0.1,2,0.166666666666667,0.0190839694656489
"1479",0.1,3,0.375,0.0190839694656489
"1480",0.1,4,0.619047619047619,0.0305343511450382
"1481",0.15,1,0,0
"1482",0.15,2,0.166666666666667,0.0190839694656489
"1483",0.15,3,0.375,0.0190839694656489
"1484",0.15,4,0.619047619047619,0.0305343511450382
"1485",0.2,1,0.181818181818182,0.0343511450381679
"1486",0.2,2,0.181818181818182,0.0343511450381679
"1487",0.2,3,0.181818181818182,0.0343511450381679
"1488",0.2,4,0.5,0.0458015267175573
"1489",0.05,1,0,0
"1490",0.05,2,0,0.00784313725490196
"1491",0.05,3,0,0.00784313725490196
"1492",0.05,4,0,0.00784313725490196
"1493",0.1,1,0,0
"1494",0.1,2,0.333333333333333,0.0156862745098039
"1495",0.1,3,0.2,0.0470588235294118
"1496",0.1,4,0.2,0.0470588235294118
"1497",0.15,1,0.333333333333333,0.0156862745098039
"1498",0.15,2,0.25,0.0235294117647059
"1499",0.15,3,0.142857142857143,0.0470588235294118
"1500",0.15,4,0.142857142857143,0.0470588235294118
"1501",0.2,1,0.333333333333333,0.0156862745098039
"1502",0.2,2,0.25,0.0235294117647059
"1503",0.2,3,0.142857142857143,0.0470588235294118
"1504",0.2,4,0.142857142857143,0.0470588235294118
"1505",0.05,1,0,0
"1506",0.05,2,0,0.016
"1507",0.05,3,0,0.016
"1508",0.05,4,0,0.016
"1509",0.1,1,0,0
"1510",0.1,2,0,0.016
"1511",0.1,3,0,0.016
"1512",0.1,4,0,0.016
"1513",0.15,1,0,0
"1514",0.15,2,0,0.016
"1515",0.15,3,0,0.016
"1516",0.15,4,0,0.016
"1517",0.2,1,0,0
"1518",0.2,2,0,0.016
"1519",0.2,3,0,0.016
"1520",0.2,4,0,0.016
"1521",0.05,1,0,0
"1522",0.05,2,0.0909090909090909,0.03690036900369
"1523",0.05,3,0.0909090909090909,0.03690036900369
"1524",0.05,4,0.428571428571429,0.044280442804428
"1525",0.1,1,0,0
"1526",0.1,2,0.0909090909090909,0.03690036900369
"1527",0.1,3,0.0909090909090909,0.03690036900369
"1528",0.1,4,0.428571428571429,0.044280442804428
"1529",0.15,1,0.181818181818182,0.033210332103321
"1530",0.15,2,0.166666666666667,0.0553505535055351
"1531",0.15,3,0.166666666666667,0.0553505535055351
"1532",0.15,4,0.436363636363636,0.114391143911439
"1533",0.2,1,0.181818181818182,0.033210332103321
"1534",0.2,2,0.166666666666667,0.0553505535055351
"1535",0.2,3,0.166666666666667,0.0553505535055351
"1536",0.2,4,0.436363636363636,0.114391143911439
"1537",0.05,1,0,0
"1538",0.05,2,0.166666666666667,0.0185873605947955
"1539",0.05,3,0.166666666666667,0.0185873605947955
"1540",0.05,4,0.166666666666667,0.0185873605947955
"1541",0.1,1,0,0.00743494423791822
"1542",0.1,2,0,0.0148698884758364
"1543",0.1,3,0,0.0148698884758364
"1544",0.1,4,0,0.0148698884758364
"1545",0.15,1,0,0.0111524163568773
"1546",0.15,2,0,0.0111524163568773
"1547",0.15,3,0,0.0111524163568773
"1548",0.15,4,0,0.0111524163568773
"1549",0.2,1,0,0.0111524163568773
"1550",0.2,2,0,0.0111524163568773
"1551",0.2,3,0.5,0.0557620817843866
"1552",0.2,4,0.5,0.0557620817843866
"1553",0.05,1,0,0
"1554",0.05,2,0,0.0160642570281124
"1555",0.05,3,0,0.0160642570281124
"1556",0.05,4,0,0.0160642570281124
"1557",0.1,1,0.285714285714286,0.0200803212851406
"1558",0.1,2,0.222222222222222,0.0281124497991968
"1559",0.1,3,0.285714285714286,0.0401606425702811
"1560",0.1,4,0.285714285714286,0.0401606425702811
"1561",0.15,1,0.272727272727273,0.0321285140562249
"1562",0.15,2,0.272727272727273,0.0321285140562249
"1563",0.15,3,0.272727272727273,0.0321285140562249
"1564",0.15,4,0.272727272727273,0.0321285140562249
"1565",0.2,1,0.333333333333333,0.0401606425702811
"1566",0.2,2,0.333333333333333,0.0401606425702811
"1567",0.2,3,0.333333333333333,0.0401606425702811
"1568",0.2,4,0.333333333333333,0.0401606425702811
"1569",0.05,1,0,0
"1570",0.05,2,0,0.015625
"1571",0.05,3,0,0.015625
"1572",0.05,4,0,0.05078125
"1573",0.1,1,0,0
"1574",0.1,2,0,0.015625
"1575",0.1,3,0,0.015625
"1576",0.1,4,0,0.05078125
"1577",0.15,1,0,0
"1578",0.15,2,0,0.015625
"1579",0.15,3,0,0.015625
"1580",0.15,4,0,0.09375
"1581",0.2,1,0,0.015625
"1582",0.2,2,0,0.0234375
"1583",0.2,3,0,0.0234375
"1584",0.2,4,0,0.05859375
"1585",0.05,1,0,0
"1586",0.05,2,0,0.0164609053497942
"1587",0.05,3,0,0.0164609053497942
"1588",0.05,4,0,0.0164609053497942
"1589",0.1,1,0,0
"1590",0.1,2,0,0.0164609053497942
"1591",0.1,3,0,0.0164609053497942
"1592",0.1,4,0,0.0164609053497942
"1593",0.15,1,0,0
"1594",0.15,2,0,0.0164609053497942
"1595",0.15,3,0,0.0164609053497942
"1596",0.15,4,0,0.0164609053497942
"1597",0.2,1,0,0
"1598",0.2,2,0,0.0164609053497942
"1599",0.2,3,0,0.0164609053497942
"1600",0.2,4,0,0.0164609053497942
"1601",0.05,1,0,0
"1602",0.05,2,0,0.0150943396226415
"1603",0.05,3,0,0.0150943396226415
"1604",0.05,4,0,0.0150943396226415
"1605",0.1,1,0,0
"1606",0.1,2,0,0.0150943396226415
"1607",0.1,3,0,0.0150943396226415
"1608",0.1,4,0,0.0150943396226415
"1609",0.15,1,0,0
"1610",0.15,2,0,0.0150943396226415
"1611",0.15,3,0,0.0150943396226415
"1612",0.15,4,0,0.0150943396226415
"1613",0.2,1,0,0
"1614",0.2,2,0.333333333333333,0.030188679245283
"1615",0.2,3,0.333333333333333,0.030188679245283
"1616",0.2,4,0.333333333333333,0.030188679245283
"1617",0.05,1,0,0
"1618",0.05,2,0.166666666666667,0.0221238938053097
"1619",0.05,3,0.166666666666667,0.0221238938053097
"1620",0.05,4,0.166666666666667,0.0221238938053097
"1621",0.1,1,0.333333333333333,0.00884955752212389
"1622",0.1,2,0.307692307692308,0.0398230088495575
"1623",0.1,3,0.307692307692308,0.0398230088495575
"1624",0.1,4,0.478260869565217,0.0530973451327434
"1625",0.15,1,0.25,0.0265486725663717
"1626",0.15,2,0.285714285714286,0.0442477876106195
"1627",0.15,3,0.285714285714286,0.0442477876106195
"1628",0.15,4,0.458333333333333,0.0575221238938053
"1629",0.2,1,0.25,0.0398230088495575
"1630",0.2,2,0.214285714285714,0.0486725663716814
"1631",0.2,3,0.214285714285714,0.0486725663716814
"1632",0.2,4,0.46,0.119469026548673
"1633",0.05,1,0,0
"1634",0.05,2,0,0.0165289256198347
"1635",0.05,3,0,0.0454545454545455
"1636",0.05,4,0,0.0454545454545455
"1637",0.1,1,0,0
"1638",0.1,2,0,0.0165289256198347
"1639",0.1,3,0.433333333333333,0.0702479338842975
"1640",0.1,4,0.433333333333333,0.0702479338842975
"1641",0.15,1,0,0.012396694214876
"1642",0.15,2,0,0.0289256198347107
"1643",0.15,3,0.5,0.0537190082644628
"1644",0.15,4,0.5,0.0537190082644628
"1645",0.2,1,0,0.012396694214876
"1646",0.2,2,0.4,0.0619834710743802
"1647",0.2,3,0.4,0.0619834710743802
"1648",0.2,4,0.4,0.0619834710743802
"1649",0.05,1,0,0
"1650",0.05,2,0,0.0148148148148148
"1651",0.05,3,0,0.0148148148148148
"1652",0.05,4,0,0.0148148148148148
"1653",0.1,1,0,0
"1654",0.1,2,0,0.0148148148148148
"1655",0.1,3,0,0.0148148148148148
"1656",0.1,4,0,0.0148148148148148
"1657",0.15,1,0,0
"1658",0.15,2,0,0.0148148148148148
"1659",0.15,3,0,0.0148148148148148
"1660",0.15,4,0,0.0148148148148148
"1661",0.2,1,0.25,0.0111111111111111
"1662",0.2,2,0.166666666666667,0.0185185185185185
"1663",0.2,3,0.166666666666667,0.0185185185185185
"1664",0.2,4,0.166666666666667,0.0185185185185185
"1665",0.05,1,0,0
"1666",0.05,2,0,0.00809716599190283
"1667",0.05,3,0,0.00809716599190283
"1668",0.05,4,0,0.048582995951417
"1669",0.1,1,0,0
"1670",0.1,2,0.444444444444444,0.0202429149797571
"1671",0.1,3,0.277777777777778,0.0526315789473684
"1672",0.1,4,0.277777777777778,0.0526315789473684
"1673",0.15,1,0,0.00404858299595142
"1674",0.15,2,0.5,0.0161943319838057
"1675",0.15,3,0.294117647058824,0.048582995951417
"1676",0.15,4,0.294117647058824,0.048582995951417
"1677",0.2,1,0,0.00404858299595142
"1678",0.2,2,0.363636363636364,0.0283400809716599
"1679",0.2,3,0.25,0.0607287449392713
"1680",0.2,4,0.25,0.0607287449392713
"1681",0.05,1,0,0.00377358490566038
"1682",0.05,2,0,0.0113207547169811
"1683",0.05,3,0,0.0113207547169811
"1684",0.05,4,0,0.0113207547169811
"1685",0.1,1,0.125,0.0264150943396226
"1686",0.1,2,0.125,0.0264150943396226
"1687",0.1,3,0.125,0.0264150943396226
"1688",0.1,4,0.125,0.0264150943396226
"1689",0.15,1,0.125,0.0264150943396226
"1690",0.15,2,0.125,0.0264150943396226
"1691",0.15,3,0.125,0.0264150943396226
"1692",0.15,4,0.125,0.0264150943396226
"1693",0.2,1,0.142857142857143,0.0452830188679245
"1694",0.2,2,0.142857142857143,0.0452830188679245
"1695",0.2,3,0.142857142857143,0.0452830188679245
"1696",0.2,4,0.142857142857143,0.0452830188679245
"1697",0.05,1,0,0
"1698",0.05,2,0,0.0154440154440154
"1699",0.05,3,0,0.0154440154440154
"1700",0.05,4,0,0.0154440154440154
"1701",0.1,1,0,0
"1702",0.1,2,0,0.0154440154440154
"1703",0.1,3,0,0.0154440154440154
"1704",0.1,4,0.153846153846154,0.0849420849420849
"1705",0.15,1,0,0
"1706",0.15,2,0.166666666666667,0.0193050193050193
"1707",0.15,3,0.166666666666667,0.0193050193050193
"1708",0.15,4,0.178571428571429,0.0888030888030888
"1709",0.2,1,0,0
"1710",0.2,2,0.166666666666667,0.0193050193050193
"1711",0.2,3,0.166666666666667,0.0193050193050193
"1712",0.2,4,0.434782608695652,0.1003861003861
"1713",0.05,1,0,0
"1714",0.05,2,0,0.0153846153846154
"1715",0.05,3,0,0.0153846153846154
"1716",0.05,4,0,0.0538461538461538
"1717",0.1,1,0,0.0153846153846154
"1718",0.1,2,0,0.0153846153846154
"1719",0.1,3,0.272727272727273,0.0307692307692308
"1720",0.1,4,0.142857142857143,0.0692307692307692
"1721",0.15,1,0,0.0153846153846154
"1722",0.15,2,0,0.0153846153846154
"1723",0.15,3,0.272727272727273,0.0307692307692308
"1724",0.15,4,0.142857142857143,0.0692307692307692
"1725",0.2,1,0,0.0153846153846154
"1726",0.2,2,0.333333333333333,0.0307692307692308
"1727",0.2,3,0.409090909090909,0.05
"1728",0.2,4,0.409090909090909,0.05
"1729",0.05,1,0,0.0114068441064639
"1730",0.05,2,0,0.0114068441064639
"1731",0.05,3,0,0.0114068441064639
"1732",0.05,4,0,0.0114068441064639
"1733",0.1,1,0,0.0152091254752852
"1734",0.1,2,0,0.0228136882129278
"1735",0.1,3,0,0.0228136882129278
"1736",0.1,4,0,0.0228136882129278
"1737",0.15,1,0,0.0190114068441065
"1738",0.15,2,0,0.026615969581749
"1739",0.15,3,0,0.026615969581749
"1740",0.15,4,0,0.026615969581749
"1741",0.2,1,0,0.026615969581749
"1742",0.2,2,0,0.026615969581749
"1743",0.2,3,0,0.026615969581749
"1744",0.2,4,0,0.026615969581749
"1745",0.05,1,0,0
"1746",0.05,2,0,0.0150943396226415
"1747",0.05,3,0,0.0150943396226415
"1748",0.05,4,0,0.0150943396226415
"1749",0.1,1,0,0
"1750",0.1,2,0,0.0264150943396226
"1751",0.1,3,0,0.0264150943396226
"1752",0.1,4,0,0.0264150943396226
"1753",0.15,1,0,0
"1754",0.15,2,0,0.0264150943396226
"1755",0.15,3,0,0.0264150943396226
"1756",0.15,4,0,0.0264150943396226
"1757",0.2,1,0,0
"1758",0.2,2,0,0.0264150943396226
"1759",0.2,3,0,0.0264150943396226
"1760",0.2,4,0,0.0264150943396226
"1761",0.05,1,0,0
"1762",0.05,2,0.5,0.00819672131147541
"1763",0.05,3,0.5,0.00819672131147541
"1764",0.05,4,0.5,0.00819672131147541
"1765",0.1,1,0,0
"1766",0.1,2,0.5,0.0204918032786885
"1767",0.1,3,0.5,0.0204918032786885
"1768",0.1,4,0.5,0.0204918032786885
"1769",0.15,1,0.25,0.0368852459016393
"1770",0.15,2,0.333333333333333,0.0491803278688525
"1771",0.15,3,0.333333333333333,0.0491803278688525
"1772",0.15,4,0.333333333333333,0.0491803278688525
"1773",0.2,1,0.307692307692308,0.0368852459016393
"1774",0.2,2,0.294117647058824,0.0491803278688525
"1775",0.2,3,0.294117647058824,0.0491803278688525
"1776",0.2,4,0.294117647058824,0.0491803278688525
"1777",0.05,1,0,0
"1778",0.05,2,0.222222222222222,0.0271317829457364
"1779",0.05,3,0.222222222222222,0.0271317829457364
"1780",0.05,4,0.222222222222222,0.0271317829457364
"1781",0.1,1,0,0
"1782",0.1,2,0.363636363636364,0.0271317829457364
"1783",0.1,3,0.363636363636364,0.0271317829457364
"1784",0.1,4,0.363636363636364,0.0271317829457364
"1785",0.15,1,0,0
"1786",0.15,2,0.5625,0.0271317829457364
"1787",0.15,3,0.5625,0.0271317829457364
"1788",0.15,4,0.5625,0.0271317829457364
"1789",0.2,1,0.25,0.0116279069767442
"1790",0.2,2,0.5,0.0348837209302326
"1791",0.2,3,0.5,0.0348837209302326
"1792",0.2,4,0.5,0.0348837209302326
"1793",0.05,1,0,0
"1794",0.05,2,0,0.015748031496063
"1795",0.05,3,0,0.015748031496063
"1796",0.05,4,0,0.015748031496063
"1797",0.1,1,0,0
"1798",0.1,2,0,0.015748031496063
"1799",0.1,3,0,0.015748031496063
"1800",0.1,4,0,0.015748031496063
"1801",0.15,1,0,0
"1802",0.15,2,0,0.015748031496063
"1803",0.15,3,0,0.015748031496063
"1804",0.15,4,0,0.015748031496063
"1805",0.2,1,0,0.0078740157480315
"1806",0.2,2,0,0.015748031496063
"1807",0.2,3,0,0.015748031496063
"1808",0.2,4,0.4375,0.0354330708661417
"1809",0.05,1,0,0
"1810",0.05,2,0,0.0251046025104603
"1811",0.05,3,0,0.0251046025104603
"1812",0.05,4,0,0.0251046025104603
"1813",0.1,1,0,0
"1814",0.1,2,0,0.0251046025104603
"1815",0.1,3,0,0.0251046025104603
"1816",0.1,4,0,0.0251046025104603
"1817",0.15,1,0,0.0292887029288703
"1818",0.15,2,0,0.0376569037656904
"1819",0.15,3,0.217391304347826,0.0753138075313808
"1820",0.15,4,0.217391304347826,0.0753138075313808
"1821",0.2,1,0.222222222222222,0.0292887029288703
"1822",0.2,2,0.181818181818182,0.0376569037656904
"1823",0.2,3,0.181818181818182,0.0753138075313808
"1824",0.2,4,0.181818181818182,0.0753138075313808
"1825",0.05,1,0,0
"1826",0.05,2,0,0.0152671755725191
"1827",0.05,3,0,0.0152671755725191
"1828",0.05,4,0.5,0.0190839694656489
"1829",0.1,1,0,0
"1830",0.1,2,0,0.0152671755725191
"1831",0.1,3,0,0.0152671755725191
"1832",0.1,4,0.5,0.0190839694656489
"1833",0.15,1,0,0.0114503816793893
"1834",0.15,2,0,0.0114503816793893
"1835",0.15,3,0,0.0114503816793893
"1836",0.15,4,0,0.0763358778625954
"1837",0.2,1,0,0.0152671755725191
"1838",0.2,2,0,0.0152671755725191
"1839",0.2,3,0,0.0152671755725191
"1840",0.2,4,0,0.0152671755725191
"1841",0.05,1,0,0
"1842",0.05,2,0,0.0158730158730159
"1843",0.05,3,0,0.0158730158730159
"1844",0.05,4,0,0.0158730158730159
"1845",0.1,1,0,0
"1846",0.1,2,0,0.0158730158730159
"1847",0.1,3,0,0.0158730158730159
"1848",0.1,4,0,0.0158730158730159
"1849",0.15,1,0,0
"1850",0.15,2,0,0.0158730158730159
"1851",0.15,3,0,0.0158730158730159
"1852",0.15,4,0,0.0158730158730159
"1853",0.2,1,0,0.0158730158730159
"1854",0.2,2,0,0.0158730158730159
"1855",0.2,3,0,0.0158730158730159
"1856",0.2,4,0,0.0158730158730159
"1857",0.05,1,0.5,0.0072202166064982
"1858",0.05,2,0.333333333333333,0.0144404332129964
"1859",0.05,3,0.333333333333333,0.0144404332129964
"1860",0.05,4,0.333333333333333,0.0144404332129964
"1861",0.1,1,0.4,0.0108303249097473
"1862",0.1,2,0.285714285714286,0.0180505415162455
"1863",0.1,3,0.285714285714286,0.0180505415162455
"1864",0.1,4,0.285714285714286,0.0180505415162455
"1865",0.15,1,0.2,0.0288808664259928
"1866",0.15,2,0.166666666666667,0.036101083032491
"1867",0.15,3,0.166666666666667,0.036101083032491
"1868",0.15,4,0.166666666666667,0.036101083032491
"1869",0.2,1,0.181818181818182,0.0324909747292419
"1870",0.2,2,0.125,0.0505415162454874
"1871",0.2,3,0.125,0.0505415162454874
"1872",0.2,4,0.125,0.0505415162454874
"1873",0.05,1,0,0
"1874",0.05,2,0.6,0.0078740157480315
"1875",0.05,3,0.6,0.0078740157480315
"1876",0.05,4,0.6,0.0078740157480315
"1877",0.1,1,0,0
"1878",0.1,2,0.444444444444444,0.0196850393700787
"1879",0.1,3,0.444444444444444,0.0196850393700787
"1880",0.1,4,0.444444444444444,0.0196850393700787
"1881",0.15,1,0,0
"1882",0.15,2,0.444444444444444,0.0196850393700787
"1883",0.15,3,0.444444444444444,0.0196850393700787
"1884",0.15,4,0.444444444444444,0.0196850393700787
"1885",0.2,1,0.25,0.0236220472440945
"1886",0.2,2,0.25,0.0236220472440945
"1887",0.2,3,0.25,0.0236220472440945
"1888",0.2,4,0.25,0.0236220472440945
"1889",0.05,1,0,0
"1890",0.05,2,0,0.00754716981132075
"1891",0.05,3,0,0.00754716981132075
"1892",0.05,4,0,0.00754716981132075
"1893",0.1,1,0,0
"1894",0.1,2,0,0.0150943396226415
"1895",0.1,3,0.571428571428571,0.0226415094339623
"1896",0.1,4,0.571428571428571,0.0226415094339623
"1897",0.15,1,0.666666666666667,0.00377358490566038
"1898",0.15,2,0.133333333333333,0.0490566037735849
"1899",0.15,3,0.263157894736842,0.0528301886792453
"1900",0.15,4,0.263157894736842,0.0528301886792453
"1901",0.2,1,0.333333333333333,0.0150943396226415
"1902",0.2,2,0.125,0.0528301886792453
"1903",0.2,3,0.125,0.0528301886792453
"1904",0.2,4,0.125,0.0528301886792453
"1905",0.05,1,0,0
"1906",0.05,2,0,0.0160642570281124
"1907",0.05,3,0,0.0160642570281124
"1908",0.05,4,0.466666666666667,0.0321285140562249
"1909",0.1,1,0,0
"1910",0.1,2,0,0.0160642570281124
"1911",0.1,3,0,0.0160642570281124
"1912",0.1,4,0.307692307692308,0.072289156626506
"1913",0.15,1,1,0
"1914",0.15,2,0.2,0.0160642570281124
"1915",0.15,3,0.2,0.0160642570281124
"1916",0.15,4,0.485714285714286,0.072289156626506
"1917",0.2,1,0.285714285714286,0.0200803212851406
"1918",0.2,2,0.285714285714286,0.0200803212851406
"1919",0.2,3,0.285714285714286,0.0200803212851406
"1920",0.2,4,0.486486486486487,0.0763052208835341
"1921",0.05,1,0,0
"1922",0.05,2,0,0.0161943319838057
"1923",0.05,3,0,0.0161943319838057
"1924",0.05,4,0,0.0161943319838057
"1925",0.1,1,0,0
"1926",0.1,2,0.3,0.0283400809716599
"1927",0.1,3,0.3,0.0283400809716599
"1928",0.1,4,0.15,0.0688259109311741
"1929",0.15,1,0.142857142857143,0.0242914979757085
"1930",0.15,2,0.111111111111111,0.0323886639676113
"1931",0.15,3,0.111111111111111,0.0323886639676113
"1932",0.15,4,0.0357142857142857,0.109311740890688
"1933",0.2,1,0.1,0.0364372469635627
"1934",0.2,2,0.0833333333333333,0.0445344129554656
